"Perioden";"Regio's";"Totaal levendgeborenen";"Bruto geboortecijfer";"Levendgeboren jongens";"Levendgeboren meisjes";"Algemeen vruchtbaarheidscijfer";"Gestandaardiseerd vruchtbaarheidscijfer";"Gemiddeld kindertal per vrouw";"Totaal levendgeborenen";"Jonger dan 20 jaar";"20 tot 25 jaar";"25 tot 30 jaar";"30 tot 35 jaar";"35 tot 40 jaar";"40 tot 45 jaar";"45 jaar of ouder";"Totaal levendgeborenen";"1e kind";"2e kind";"3e kind";"4e of volgende kinderen";"Totaal levendgeborenen";"Moeder gehuwd";"Moeder niet-gehuwd";"Gemeente";"Landsdeel";"Provincie";"COROP-gebied";"Stadsgewest";"Grootstedelijke agglomeratie"
"2007";"Prinsenbeek";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Purmerend";"740";"9.5";"380";"360";"38.0";"39.2";"1.48";"740";"11";"66";"229";"284";"128";"22";"-";"740";"352";"294";"78";"16";"740";"379";"361";"0439";"03";"27";"23";"10";"00"
"2007";"Putte";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Putten";"250";"10.8";"108";"142";"48.2";"52.6";"1.97";"250";"1";"23";"95";"81";"42";"8";"-";"250";"94";"80";"52";"24";"250";"215";"35";"0273";"02";"25";"13";"00";"00"
"2007";"Raalte";"400";"10.8";"217";"183";"48.4";"56.2";"2.08";"400";"-";"11";"100";"196";"86";"7";"-";"400";"147";"184";"59";"10";"400";"257";"143";"0177";"02";"23";"11";"00";"00"
"2007";"Raamsdonk";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Ravenstein";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Reeuwijk";"108";"8.5";"55";"53";"40.6";"49.0";"1.88";"108";"1";"8";"35";"37";"23";"4";"-";"108";"44";"33";"13";"18";"108";"75";"33";"0595";"03";"28";"28";"00";"00"
"2007";"Reiderland";"79";"11.3";"37";"42";"53.9";"57.9";"2.37";"79";"-";"18";"25";"21";"11";"4";"-";"79";"42";"23";"10";"4";"79";"34";"45";"1661";"01";"20";"01";"00";"00"
"2007";"Reimerswaal";"338";"15.9";"162";"176";"71.7";"69.6";"2.60";"338";"4";"86";"107";"85";"46";"10";"-";"338";"142";"88";"53";"55";"338";"284";"54";"0703";"03";"29";"32";"00";"00"
"2007";"Renkum";"273";"8.6";"145";"128";"44.6";"53.4";"1.94";"273";"1";"20";"51";"107";"80";"13";"1";"273";"103";"136";"21";"13";"273";"161";"112";"0274";"02";"25";"15";"06";"00"
"2007";"Renswoude";"63";"14.1";"31";"32";"57.4";"57.5";"2.21";"63";"-";"7";"23";"20";"12";"1";"-";"63";"21";"23";"12";"7";"63";"53";"10";"0339";"03";"26";"17";"00";"00"
"2007";"Reusel";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Reusel-De Mierden";"123";"9.9";"66";"57";"43.1";"50.6";"1.93";"123";"-";"7";"35";"58";"22";"1";"-";"123";"53";"47";"16";"7";"123";"86";"37";"1667";"04";"30";"36";"00";"00"
"2007";"Rheden";"360";"8.2";"192";"168";"40.9";"45.0";"1.68";"360";"2";"29";"100";"131";"88";"10";"-";"360";"176";"131";"40";"13";"360";"204";"156";"0275";"02";"25";"15";"06";"00"
"2007";"Rhenen";"246";"13.1";"124";"122";"61.3";"61.5";"2.31";"246";"2";"34";"60";"89";"49";"11";"1";"246";"88";"89";"39";"30";"246";"201";"45";"0340";"03";"26";"17";"00";"00"
"2007";"Ridderkerk";"365";"8.2";"182";"183";"37.7";"41.3";"1.52";"365";"3";"34";"100";"128";"84";"15";"1";"365";"167";"126";"45";"27";"365";"243";"122";"0597";"03";"28";"29";"14";"00"
"2007";"Riethoven";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Rijneveld";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Rijnsaterwoude";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Rijnsburg";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Rijnwaarden";"99";"9.0";"50";"49";"41.0";"43.6";"1.65";"99";"1";"8";"30";"35";"18";"7";"-";"99";"50";"39";"9";"1";"99";"48";"51";"0196";"02";"25";"15";"00";"00"
"2007";"Rijnwoude";"203";"10.8";"109";"94";"49.2";"54.4";"2.03";"203";"1";"17";"46";"84";"48";"7";"-";"203";"75";"86";"28";"14";"203";"136";"67";"1672";"03";"28";"28";"00";"00"
"2007";"Rijsbergen";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Rijssen";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Rijssen-Holten";"490";"13.4";"244";"246";"59.2";"60.0";"2.23";"490";"4";"53";"167";"178";"74";"11";"3";"490";"197";"155";"78";"60";"490";"431";"59";"1742";"02";"23";"12";"00";"00"
"2007";"Rijswijk (ZH.)";"457";"9.7";"226";"231";"44.8";"42.5";"1.56";"457";"5";"39";"119";"165";"112";"16";"1";"457";"253";"142";"52";"10";"457";"252";"205";"0603";"03";"28";"26";"13";"13"
"2007";"Roden";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Roerdalen";"152";"7.2";"67";"85";"34.2";"38.9";"1.47";"152";"-";"4";"49";"59";"34";"6";"-";"152";"74";"62";"11";"5";"152";"96";"56";"1669";"04";"31";"38";"00";"00"
"2007";"Roermond";"529";"9.7";"259";"270";"42.1";"42.5";"1.57";"529";"4";"65";"164";"182";"95";"17";"2";"529";"241";"188";"72";"28";"529";"309";"220";"0957";"04";"31";"38";"00";"00"
"2007";"Roggel";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Roggel en Neer";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Rolde";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"De Ronde Venen";"328";"9.5";"164";"164";"41.5";"47.4";"1.73";"328";"1";"21";"77";"116";"99";"13";"1";"328";"128";"149";"38";"13";"328";"207";"121";"0736";"03";"26";"17";"00";"00"
"2007";"Roosendaal";"806";"10.4";"414";"392";"45.3";"46.7";"1.74";"806";"9";"76";"260";"271";"167";"22";"1";"806";"374";"286";"106";"40";"806";"514";"292";"1674";"04";"30";"33";"00";"00"
"2007";"Roosendaal en Nispen";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Rosmalen";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Rossum";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Rotterdam";"7262";"12.4";"3687";"3575";"48.1";"42.9";"1.58";"7262";"165";"1095";"2029";"2254";"1422";"284";"13";"7262";"3444";"2307";"908";"603";"7262";"3712";"3550";"0599";"03";"28";"29";"14";"14"
"2007";"Rozenburg";"103";"8.2";"47";"56";"35.9";"35.0";"1.37";"103";"1";"10";"33";"47";"11";"1";"-";"103";"53";"32";"15";"3";"103";"51";"52";"0600";"03";"28";"29";"14";"14"
"2007";"Rozendaal";"23";"15.1";"12";"11";"87.8";"123.8";"3.31";"23";"-";"-";"-";"11";"11";"1";"-";"23";"9";"12";"2";"-";"23";"17";"6";"0277";"02";"25";"15";"06";"06"
"2007";"Rucphen";"164";"7.3";"76";"88";"32.0";"38.1";"1.54";"164";"2";"11";"60";"58";"31";"2";"-";"164";"88";"61";"12";"3";"164";"110";"54";"0840";"04";"30";"33";"00";"00"
"2007";"Ruinen";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Ruinerwold";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Ruurlo";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Sas van Gent";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Sassenheim";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Schagen";"206";"10.8";"92";"114";"49.7";"48.8";"1.79";"206";"2";"11";"65";"81";"42";"5";"-";"206";"97";"74";"25";"10";"206";"94";"112";"0441";"03";"27";"18";"00";"00"
"2007";"Schaijk";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Scheemda";"120";"8.5";"61";"59";"38.0";"44.7";"1.76";"120";"4";"16";"33";"40";"24";"3";"-";"120";"50";"44";"21";"5";"120";"68";"52";"0039";"01";"20";"01";"00";"00"
"2007";"Schermer";"47";"9.0";"20";"27";"40.7";"48.4";"1.62";"47";"-";"4";"9";"13";"19";"2";"-";"47";"19";"15";"8";"5";"47";"33";"14";"0458";"03";"27";"19";"00";"00"
"2007";"Scherpenzeel";"112";"12.5";"54";"58";"56.2";"55.9";"2.08";"112";"-";"15";"30";"44";"19";"4";"-";"112";"41";"47";"14";"10";"112";"97";"15";"0279";"02";"25";"13";"00";"00"
"2007";"Schiedam";"815";"10.9";"404";"411";"45.0";"42.5";"1.58";"815";"7";"110";"262";"259";"143";"32";"2";"815";"386";"289";"99";"41";"815";"442";"373";"0606";"03";"28";"29";"14";"14"
"2007";"Schiermonnikoog";"8";"8.4";"4";"4";"46.5";"43.8";"1.51";"8";"-";"3";"3";"1";"1";"-";"-";"8";"5";"3";"-";"-";"8";"6";"2";"0088";"01";"21";"04";"00";"00"
"2007";"Schijndel";"219";"9.6";"111";"108";"41.4";"45.8";"1.74";"219";"1";"11";"68";"98";"35";"6";"-";"219";"99";"95";"22";"3";"219";"142";"77";"0844";"04";"30";"35";"00";"00"
"2007";"Schinnen";"89";"6.6";"53";"36";"31.9";"37.7";"1.44";"89";"-";"6";"25";"41";"14";"3";"-";"89";"46";"32";"6";"5";"89";"57";"32";"0962";"04";"31";"39";"20";"00"
"2007";"Schipluiden";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Schoonebeek";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Schoonhoven";"155";"12.7";"78";"77";"54.9";"53.5";"1.96";"155";"-";"14";"49";"56";"32";"4";"-";"155";"64";"63";"17";"11";"155";"105";"50";"0608";"03";"28";"28";"00";"00"
"2007";"Schoorl";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Schouwen-Duiveland";"269";"7.9";"126";"143";"38.6";"42.5";"1.61";"269";"3";"27";"79";"98";"55";"7";"-";"269";"119";"97";"33";"20";"269";"192";"77";"1676";"03";"29";"32";"00";"00"
"2007";"Sevenum";"83";"10.9";"39";"44";"49.4";"50.3";"1.86";"83";"-";"3";"21";"43";"15";"1";"-";"83";"38";"32";"12";"1";"83";"47";"36";"0964";"04";"31";"37";"00";"00"
"2007";"Simpelveld";"81";"7.2";"46";"35";"34.3";"39.3";"1.47";"81";"1";"7";"17";"37";"16";"3";"-";"81";"33";"41";"6";"1";"81";"60";"21";"0965";"04";"31";"39";"21";"00"
"2007";"Sint Anthonis";"120";"10.2";"62";"58";"47.4";"57.8";"2.18";"120";"-";"4";"29";"54";"29";"4";"-";"120";"49";"48";"20";"3";"120";"81";"39";"1702";"04";"30";"35";"00";"00"
"2007";"Sint Maarten";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Sint Odilienberg";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Sint Pancras";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Sint Philipsland";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Sint-Michielsgestel";"270";"9.6";"139";"131";"44.6";"52.3";"1.94";"270";"1";"9";"58";"123";"70";"9";"-";"270";"104";"116";"41";"9";"270";"174";"96";"0845";"04";"30";"35";"18";"00"
"2007";"Sint-Oedenrode";"151";"8.8";"66";"85";"39.5";"44.6";"1.67";"151";"1";"7";"38";"66";"35";"4";"-";"151";"60";"68";"20";"3";"151";"91";"60";"0846";"04";"30";"35";"00";"00"
"2007";"Sittard";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Sittard-Geleen";"766";"8.0";"391";"375";"35.4";"39.0";"1.45";"766";"15";"74";"215";"281";"154";"25";"2";"766";"381";"268";"91";"26";"766";"432";"334";"1883";"04";"31";"39";"20";"20"
"2007";"Skarsterlân";"290";"10.7";"143";"147";"50.1";"54.4";"2.03";"290";"-";"21";"79";"113";"72";"5";"-";"290";"118";"101";"55";"16";"290";"163";"127";"0051";"01";"21";"06";"00";"00"
"2007";"Sleen";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Sliedrecht";"286";"12.0";"127";"159";"52.8";"51.2";"1.90";"286";"2";"34";"107";"94";"40";"8";"1";"286";"131";"88";"41";"26";"286";"236";"50";"0610";"03";"28";"30";"15";"15"
"2007";"Slochteren";"152";"9.9";"78";"74";"44.8";"51.0";"1.96";"152";"-";"11";"41";"55";"39";"6";"-";"152";"59";"69";"17";"7";"152";"83";"69";"0040";"01";"20";"03";"00";"00"
"2007";"Sluis";"164";"6.8";"88";"76";"34.5";"37.9";"1.48";"164";"3";"23";"50";"46";"37";"5";"-";"164";"133";"24";"4";"3";"164";"94";"70";"1714";"03";"29";"31";"00";"00"
"2007";"Sluis (oud)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Sluis-Aardenburg";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Smallingerland";"593";"10.8";"303";"290";"48.7";"50.6";"1.89";"593";"4";"82";"190";"186";"113";"17";"1";"593";"254";"210";"94";"35";"593";"348";"245";"0090";"01";"21";"06";"00";"00"
"2007";"Smilde";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Sneek";"365";"11.0";"183";"182";"48.7";"49.3";"1.83";"365";"3";"42";"95";"134";"80";"10";"1";"365";"160";"128";"61";"16";"365";"181";"184";"0091";"01";"21";"05";"00";"00"
"2007";"Snelrewaard";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Soest";"475";"10.4";"222";"253";"47.9";"52.6";"1.92";"475";"3";"38";"109";"170";"131";"21";"3";"475";"192";"184";"77";"22";"475";"306";"169";"0342";"03";"26";"17";"08";"00"
"2007";"Someren";"135";"7.4";"73";"62";"33.3";"41.3";"1.63";"135";"-";"9";"37";"61";"25";"3";"-";"135";"69";"50";"11";"5";"135";"73";"62";"0847";"04";"30";"36";"00";"00"
"2007";"Son en Breugel";"145";"9.4";"71";"74";"45.1";"49.7";"1.87";"145";"1";"6";"37";"61";"35";"5";"-";"145";"62";"66";"16";"1";"145";"87";"58";"0848";"04";"30";"36";"19";"19"
"2007";"Spijkenisse";"703";"9.6";"387";"316";"38.1";"39.7";"1.47";"703";"12";"85";"238";"255";"98";"14";"1";"703";"337";"263";"86";"17";"703";"370";"333";"0612";"03";"28";"29";"14";"14"
"2007";"Sprang-Capelle";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"St. Anthonis";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Stad Delden";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Stadskanaal";"352";"10.4";"179";"173";"48.5";"50.7";"1.92";"352";"5";"45";"119";"117";"62";"4";"-";"352";"153";"126";"52";"21";"352";"209";"143";"0037";"01";"20";"01";"00";"00"
"2007";"Standdaarbuiten";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Staphorst";"254";"15.9";"135";"119";"71.0";"72.9";"2.66";"254";"3";"37";"80";"76";"47";"9";"2";"254";"82";"68";"44";"60";"254";"243";"11";"0180";"02";"23";"10";"00";"00"
"2007";"Stede Broec";"240";"11.2";"135";"105";"50.5";"52.1";"1.98";"240";"1";"16";"84";"88";"48";"3";"-";"240";"108";"94";"26";"12";"240";"132";"108";"0532";"03";"27";"18";"00";"00"
"2007";"Stedum";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Steenbergen";"190";"8.2";"109";"81";"37.1";"42.5";"1.60";"190";"-";"15";"49";"70";"44";"11";"1";"190";"95";"69";"18";"8";"190";"114";"76";"0851";"04";"30";"33";"00";"00"
"2007";"Steenderen";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Steenwijk";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Steenwijkerland";"466";"10.8";"235";"231";"50.2";"53.6";"2.03";"466";"4";"31";"162";"168";"93";"7";"1";"466";"183";"199";"63";"21";"466";"310";"156";"1708";"02";"23";"10";"00";"00"
"2007";"Stein (L.)";"211";"8.1";"114";"97";"37.9";"41.5";"1.56";"211";"1";"9";"61";"89";"42";"9";"-";"211";"112";"78";"18";"3";"211";"131";"80";"0971";"04";"31";"39";"20";"20"
"2007";"Stevensweert";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Stichtse Vecht";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Stramproy";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Strijen";"62";"6.8";"41";"21";"30.5";"34.2";"1.36";"62";"-";"4";"17";"22";"14";"5";"-";"62";"25";"22";"12";"3";"62";"46";"16";"0617";"03";"28";"29";"00";"00"
"2007";"Súdwest-Fryslân";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Susteren";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Swalmen";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Tegelen";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Terheijden";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Termunten";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Terneuzen";"509";"9.2";"263";"246";"44.5";"46.6";"1.81";"509";"3";"63";"172";"190";"73";"8";"-";"509";"223";"189";"71";"26";"509";"324";"185";"0715";"03";"29";"31";"00";"00"
"2007";"Terschelling";"38";"8.1";"16";"22";"40.9";"39.9";"1.53";"38";"-";"3";"11";"15";"8";"1";"-";"38";"20";"13";"5";"-";"38";"18";"20";"0093";"01";"21";"04";"00";"00"
"2007";"Teteringen";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Texel";"102";"7.5";"52";"50";"36.5";"40.5";"1.55";"102";"-";"6";"31";"39";"24";"2";"-";"102";"33";"51";"14";"4";"102";"59";"43";"0448";"03";"27";"18";"00";"00"
"2007";"Teylingen";"347";"9.9";"180";"167";"42.3";"47.0";"1.68";"347";"-";"15";"72";"152";"91";"17";"-";"347";"145";"151";"39";"12";"347";"231";"116";"1525";"03";"28";"25";"12";"00"
"2007";"Tholen";"323";"12.8";"158";"165";"56.4";"58.6";"2.21";"323";"1";"49";"96";"109";"50";"18";"-";"323";"107";"111";"49";"56";"323";"261";"62";"0716";"03";"29";"32";"00";"00"
"2007";"Thorn";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Tiel";"493";"12.0";"256";"237";"49.2";"47.6";"1.81";"493";"9";"62";"153";"160";"97";"11";"1";"493";"230";"187";"59";"17";"493";"305";"188";"0281";"02";"25";"16";"00";"00"
"2007";"Tietjerksteradeel";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Tilburg";"2265";"11.2";"1151";"1114";"43.5";"41.3";"1.53";"2265";"28";"205";"609";"874";"455";"92";"2";"2265";"1084";"841";"247";"93";"2265";"1223";"1042";"0855";"04";"30";"34";"17";"17"
"2007";"Tubbergen";"252";"12.1";"124";"128";"55.2";"61.7";"2.26";"252";"-";"6";"44";"132";"64";"6";"-";"252";"104";"87";"49";"12";"252";"215";"37";"0183";"02";"23";"12";"00";"00"
"2007";"Twenterand";"438";"13.1";"218";"220";"57.7";"58.9";"2.22";"438";"5";"44";"134";"170";"78";"7";"-";"438";"203";"135";"76";"24";"438";"342";"96";"1700";"02";"23";"12";"00";"00"
"2007";"Tynaarlo";"273";"8.6";"136";"137";"43.0";"53.6";"1.91";"273";"-";"9";"53";"112";"81";"17";"1";"273";"106";"122";"39";"6";"273";"149";"124";"1730";"01";"22";"07";"01";"00"
"2007";"Tytsjerksteradiel";"328";"10.2";"178";"150";"49.0";"52.2";"1.94";"328";"2";"28";"97";"122";"73";"6";"-";"328";"147";"115";"57";"9";"328";"205";"123";"0737";"01";"21";"04";"02";"00"
"2007";"Ubbergen";"69";"7.4";"40";"29";"37.0";"40.7";"1.34";"69";"-";"-";"7";"35";"24";"3";"-";"69";"29";"27";"11";"2";"69";"41";"28";"0282";"02";"25";"15";"07";"00"
"2007";"Uden";"458";"11.4";"237";"221";"50.3";"50.1";"1.86";"458";"6";"31";"128";"187";"93";"12";"1";"458";"207";"175";"57";"19";"458";"272";"186";"0856";"04";"30";"35";"00";"00"
"2007";"Udenhout";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"2007";"Uitgeest";"148";"12.2";"83";"65";"51.7";"56.1";"2.05";"148";"-";"8";"38";"51";"46";"5";"-";"148";"74";"53";"16";"5";"148";"91";"57";"0450";"03";"27";"20";"11";"00"
"2007";"Uithoorn";"290";"10.6";"156";"134";"45.8";"48.2";"1.73";"290";"1";"14";"70";"110";"78";"17";"-";"290";"131";"121";"25";"13";"290";"170";"120";"0451";"03";"27";"23";"00";"00"
"2007";"Ulrum";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
